#RUN RIGHT
14321	303	633	325	661	0
14322	329	633	355	661	0
14323	361	633	386	661	0

#JUMP WALK LR 
14413	30	753	54	780	0
14417	391	753	415	779	0

#JUMP RUN LR
14423	61	713	86	742	0
14427	361	713	385	742	0

#SIT LR
14511	3	673	21	700	0
14521	424	673	442	700	0

#BRACE LR
14611	4	633	21	662	0
14621	424	633	441	662	0

#KICKING LR
14811	1	753	24	781	0
14821	421	753	444	781	0

#ATTACK LEFT
14711	181	632	203	662	0
14712	214	632	231	662	0
14713	242	632	264	662	0
14714	213	673	231	702	0
14715	181	632	203	662	0

#ATTACK RIGHT
14721	242	632	264	662	0
14722	214	632	231	662	0
14723	181	632	203	662	0
14724	213	673	231	702	0
14725	242	632	264	662	0

#HOLD LR
14911	182	793	205	821	0
14921	240	793	264	821	0

#HOLD WALK LEFT
14931	149	792	174	821	0
14932	120	792	143	821	0

#HOLD WALK RIGHT
14941	271	792	294	821	0
14942	302	792	324	821	0 


#FLYING LEFT
15011	60	713	85	741	0
15012	91	713	115	741	0
15013	61	754	85	781	0

#FLYING RIGHT
15021	360	713	384	741	0
15022	330	713	355	741	0
15023	360	754	384	781	0


#FALLING LR
15111	60	795	84	821	0
15121	362	795	385	821	0

#LANDING LEFT
15311	120	874	145	901	0
15312	29	753	54	780	0
15313	61	793	84	821	0

#LANDING RIGHT
15321	301	873	325	900	0
15322	391	753	415	780	0
15323	361	793	385	821	0	


#TRAVELLING LR
15200	120	752	143	782	0











# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#HOLD LR
5000	12711	100
5001	12721	100

#HOLD WALK LR
5002	12731	100
5003	12741	100

#################TAIL######################
#IDLE
1700	14111	100
1701	14121	100

#WALK LEFT RIGHT
1800	14211	100	14212	100
1801	14221	100	14222	100

#RUN LEFT RIGHT
1900	14311	100	14312	100	14313	100
1901	14321	100	14322	100	14323	100

#BRACE LR
2000	14611	100
2001	14621	100

#JUMP WALK LR
2100	14413	100
2101	14417	100

#JUMP RUN LR
2200	14423	100
2201	14427	100

#SIT LR
2300	14511	100
2301	14521	100

# KICKING
2400	14811	100
2401	14821	100

# ATTACK LEFT
2500	14711	50	14712	50	14713	50	14714	50	14715	50

# ATTACK RIGHT
2501	14721	50	14722	50	14723	50	14724	50	14725	50

# HOLD
2600	14911	100
2601	14921	100

# HOLD WALK
2602	14931	100	14932	100
2603	14941	100	14942	100

# FLYING
2700	15011	100	15012	100	15013	100
2701	15021	100	15022	100	15023	100

# FALLING
2800	15111	100
2801	15121	100

# LANDING
2900	15311	50	15312	50	15313	50
2901	15321	50	15322	50	15323	50

# TRAVELLING
3000	15200	100
